ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
83478;Interessos i competències professionals;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/interessos-i-competencies-professionals                                  ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-23 09:30:00;2015-07-24 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-25;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83478
83480;Domina els processos de selecció;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/domina-els-processos-de-seleccio                                         ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-15 09:30:00;2015-07-17 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83480
83481;Xarxes professionals i eines 2.0 per a la recerca de feina;Cursos;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/xarxes-professionals-i-eines-2.0                                         ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-30 09:30:00;2015-07-03 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-19;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83481
83482;Crea el teu currículum;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/crea-el-teu-curriculum                                                   ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-06 09:30:00;2015-07-06 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-19;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83482
83483;Crea el teu currículum;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/crea-el-teu-curriculum                                                   ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-20 09:30:00;2015-07-20 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83483
83484;Tertúlies sobre salut mental - Conferència:;Salut;salutmentalterrassa@gmail.com                                                                       ;http://www.terrassa.cat/bct                                                                         ;SALUT MENTAL TERRASSA;Biblioteca Central de Terrassa - BCT;2015-06-15 17:00:00;2015-06-15 19:00:00;T;;01/01/1900 17:00:00;01/01/1900 19:00:00;;1;;;TERTÚLIES SOBRE SALUT MENTAL                                                                                                                                                                            ;;2015-01-01;2015-12-31;2015-05-15;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83484
83486;Presentació del llibre i del documental:  A les vuit al Raval , basat en l experiència del 15M a la ciutat de Terrassa, d Eduard Martín-Borregón;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;EDUARD MARTÍN-BORREGÓN, DÍDAC GARCÍA, IAN GEHLHAAR I LAIA CARBONELL.;Biblioteca Central de Terrassa - BCT;2015-06-25 19:00:00;2015-06-25 20:30:00;T;;01/01/1900 19:00:00;01/01/1900 20:30:00;;1;;;TROBADES A LA TERRASSA                                                                                                                                                                                  ;L objectiu d aquest cicle és la presentació i promoció d autors locals així com donar a conèixer llibres o altres documents sobre temes o personatges terrassencs.;2015-01-01;2015-12-31;2015-05-18;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83486
83488;Exposició: 25 anys del Centre de Paràlisi Cerebral  Ciutat de Terrassa  de Prodis;Exposicions;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;;Biblioteca Central de Terrassa - BCT;2015-06-08 ;2015-06-22 ;T;;;;;1;;;;;;;2015-05-14;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83488
83495;Taula rodona:  1983-1987, 4 anys de glòria sub-23 Terrassa FC ;Conferències;bct@terrassa.cat                                                                                    ;http://terrassafc.com/                                                                              ;PONENTS: EDUARDO POSADA, PRESIDENT, ANTONIO LINARES, ENTRENADOR, PACO GIMÉNEZ I JOSEP SALES  SALETES , JUGADORS I JORDI BATALLA, COORDINADOR. MODERADOR: PEDRO GARCÍA, LOCUTOR DE RÀDIO TERRASSA I R.N.E.;Biblioteca Central de Terrassa - BCT;2015-06-19 18:45:00;2015-06-19 20:00:00;T;;01/01/1900 18:45:00;01/01/1900 20:00:00;;1;;;;;;;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83495
83496;Xerrada:  El Terrassa FC, el primer equip del Vallès en títols i anècdotes ;Conferències;bct@terrassa.cat                                                                                    ;http://terrassafc.com/                                                                              ;JOAN FRANCESC FONDEVILA;Biblioteca Central de Terrassa - BCT;2015-06-26 18:45:00;2015-06-26 20:00:00;T;;01/01/1900 18:45:00;01/01/1900 20:00:00;;1;;;;;;;2015-05-22;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83496
83497;Curs d estiu sobre la unió europea: 1a sessió;Internacional;internacional@terrassa.cat                                                                          ;http://www.terrassa.cat/internacional                                                               ;;Biblioteca Central de Terrassa - BCT;2015-06-30 18:30:00;2015-06-30 20:00:00;T;;01/01/1900 18:30:00;01/01/1900 20:00:00;;1;;Cal inscripció prèvia a: internacional@terrassa.cat;CURS D ESTIU SOBRE LA UNIÓ EUROPEA                                                                                                                                                                      ;;2015-06-29;2015-07-29;2015-05-19;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83497
83498;Curs d estiu sobre la unió europea: 2a sessió;Internacional;internacional@terrassa.cat                                                                          ;http://www.terrassa.cat/internacional                                                               ;;Biblioteca Central de Terrassa - BCT;2015-07-07 18:30:00;2015-07-07 20:00:00;T;;01/01/1900 18:30:00;01/01/1900 20:00:00;;1;;Cal inscripció prèvia a: internacional@terrassa.cat;CURS D ESTIU SOBRE LA UNIÓ EUROPEA                                                                                                                                                                      ;;2015-06-29;2015-07-29;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83498
83499;Curs d estiu sobre la unió europea: 3a sessió;Internacional;internacional@terrassa.cat                                                                          ;http://www.terrassa.cat/internacional                                                               ;;Biblioteca Central de Terrassa - BCT;2015-07-14 18:30:00;2015-07-14 20:00:00;T;;01/01/1900 18:30:00;01/01/1900 20:00:00;;1;;Cal inscripció prèvia a: internacional@terrassa.cat;CURS D ESTIU SOBRE LA UNIÓ EUROPEA                                                                                                                                                                      ;;2015-06-29;2015-07-29;2015-05-22;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83499
83500;Curs d estiu sobre la unió europea: 4a sessió;Internacional;internacional@terrassa.cat                                                                          ;http://www.terrassa.cat/internacional                                                               ;;Biblioteca Central de Terrassa - BCT;2015-07-21 18:30:00;2015-07-21 20:00:00;T;;01/01/1900 18:30:00;01/01/1900 20:00:00;;1;;Cal inscripció prèvia a: internacional@terrassa.cat;CURS D ESTIU SOBRE LA UNIÓ EUROPEA                                                                                                                                                                      ;;2015-06-29;2015-07-29;2015-05-22;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83500
83501;La Carlota presenta...Novetats! ;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;;Biblioteca Central de Terrassa - BCT;2015-06-13 18:00:00;2015-06-13 19:00:00;T;;01/01/1900 18:00:00;01/01/1900 19:00:00;;1;;;;;;;2015-05-14;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83501
83503;Acte de cloenda dels clubs de lectura d adults de la bct xarxa: Xerrada d animació a la lectura, a l escriptura i als clubs i tallers que es fan a les biblioteques.;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;LAURA BORRÀS, DIRECTORA DE LA ILC (INSTITUCIÓ DE LES LLETRES CATALANES);Biblioteca Central de Terrassa - BCT;2015-06-13 12:00:00;2015-06-13 14:00:00;T;;01/01/1900 12:00:00;01/01/1900 14:00:00;;1;;;;;;;2015-05-14;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83503
83504;Mostra de llibres sobre Joan Veny, Premi d Honor de les Lletres Catalanes;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;;Biblioteca Central de Terrassa - BCT;2015-06-06 ;2015-06-13 ;T;;;;;1;;;;;;;2015-05-14;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83504
83505; Aquarel.les  d Ana Calero;Exposicions;bct@terrassa.cat                                                                                    ;http://laspinturasdeanacalero.blogspot.com.es/                                                      ;;Biblioteca Central de Terrassa - BCT;2015-07-01 ;2015-07-18 ;T;;;;;1;;;;;;;2015-05-21;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83505
83516;VI Ruta De Tapa en Tapa  ;Premis i concursos;;http://www.gastronosfera.com                                                                        ;;Establiments de Terrassa;2015-05-15 ;2015-06-14 ;F;2,50 (tapa + quinto Estrella Damm)                                                                                                                                                                                                                             ;;;;0;;La guia sellada pot dipositar-se al Gremi Empresarial d Hostaleria de Terrassa i Comarca (ca Ample, 76), Diari de Terrassa (ca de Vallhonrat,45), Oficina de Turisme (Pl de Josep Freixa i Argemí, 11), Cambra de Comerç i Indústria (ca de Blasco de Garay, 29) i Cecot (ca de Sant Pau, 6);;;;;2015-05-14;;;;;http://www.terrassa.cat/veureacte?numActe=83516
83517;Xerrada:  Cómo mejorar el diálogo con los hijos   ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://universolamaga.com/blog/entrevista-jose-ruiz-tejada-campana-para-que-me-preguntas-si-no-me-es;JOSÉ RUIZ TEJADA;Biblioteca Districte 2 - BD2;2015-06-18 18:00:00;2015-06-18 20:00:00;T;;01/01/1900 18:00:00;01/01/1900 20:00:00;;2;;José Ruiz Tejada ha estudiat i integrat a la seva vida la filosofia del coaching i la PNL entre altres disciplines de desenvolupament i creixement personal. En finalitzar la xerrada es presentarà la seva primera novel.la  Música para un mar de dudas  de l Editorial Edítalo Contigo. Més informació al 93 786 91 62;TROBADES A LA TERRASSA                                                                                                                                                                                  ;L objectiu d aquest cicle és la presentació i promoció d autors locals així com donar a conèixer llibres o altres documents sobre temes o personatges terrassencs.;2015-01-01;2015-12-31;2015-05-15;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83517
